Developing regions,"Country 
letter code",ISO code,CountryOld,Country,,EXCLUDE1isyes,Start year,End year,"Age 
range",Population type,Contraceptive-use-ANY,Contraceptive-use-MODERN,Contraceptive-use-TRADITIONAL,Note on country,Note on population,Note on methods,"Notes on residuals 
(Modern methods)","Notes on residuals 
(Traditional methods)",GEO biases (unknown direction),Non-pregnant and other positive biases,Negative bias,Modern method bias,Folk method positive bias,Unmet,Spacing,Limiting,,Data series/type,Sponsor,Source name,Data Catalogue ID
,CHE ,756,Switzerland,Switzerland,Switzerland1980,0,1980,1981,See notes,HW,71.2,64.9,6.4,,Data pertain to a sample of husbands and wives married between 1970 and 1979.,,Including male and female sterilization.,,,,,,,,,,,National survey,,Survey of contraceptive behaviour among Swiss couples,2706
,CHE ,756,Switzerland,Switzerland,Switzerland1994,0,1994.75,1995.41,20-49,MW,82,77.5,4.5,,,Including some cases of sterilization for non-contraceptive reasons.,,,,,,+,,,,,,FFS,,Enquête Suisse sur la Famille 1994-1995,2846
,CHE ,756,Switzerland,Switzerland,Switzerland2012,0,2012,2013,15-49,MW,72.9033,69.2033,3.7,,,,,,,,,,,,,,,National survey,,Switzerland 2012 Health Survey,6018
developing,SYR ,760,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic1978,0,1978,1979,<50,MW,29.5,22.4,7,,Data pertain to women exposed to the risk of pregnancy.,,,Including abstinence and douching.,,Data pertain to women exposed to the risk of pregnancy.,,,,,,,,WFS,,The Syrian Fertility Survey 1978,125
developing,SYR ,760,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic1993,0,1993,1994,15-49,MW,39.6,28.3,11.3,,,,,Including breastfeeding.,,,,,,,,,,PAPCHILD,,Syrian Maternal and Child Health Survey 1993,663
developing,SYR ,760,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic2001,0,2001.83,2001.95,15-49,MW,46.6,35.1,11.5,,,,,Including breastfeeding.,,,,,,,,,,PAPFAM,,Family Health Survey in the Syrian Arab Republic 2001,147
developing,SYR ,760,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic2006,0,2006.33,2006.49,15-49,MW,58.3,46.6,11.7,,,,,,,,,,,,,,,MICS3,,Syrian Arab Republic Multiple Indicator Cluster Survey  2006,51
developing,SYR ,760,Syrian Arab Republic,Syrian Arab Republic,Syrian Arab Republic2009,0,2009,2011,15-49,MW,53.9,37.5,16.4,,,Figures by method do not add up to the total.,,Including breastfeeding.,,,,,,16.4,11.5,4.9,,PAPFAM,,Syrian Arab Republic 2009-2010 Family Health Survey ,5399
developing,TJK ,762,Tajikistan,Tajikistan,Tajikistan2000,0,2000.51,2000.59,15-49,MW,33.9,28.3,5.6,,,,,,,,,,,,,,,MICS2,,Tajikistan Multiple Indicator Cluster Survey 2000,1924
developing,TJK ,762,Tajikistan,Tajikistan,Tajikistan2005,0,2005.67,2005.83,15-49,MW,37.9,36.2,1.8,,,,,,,,,,,,,,,MICS3,,Tajikistan Multiple Indicator Cluster Survey 2005,724
developing,TJK ,762,Tajikistan,Tajikistan,Tajikistan2007,0,2007,2008,15-49,MW,37.1,31.7,5.5,,,,Including male and female sterilization.,Including abstinence and douching.,,,,,,,,,,LSMS,,Tajikistan Living Standards Survey 2007,5176
developing,TJK ,762,Tajikistan,Tajikistan,Tajikistan2012,0,2012.5,2012.75,15-49,MW,27.9,25.8,2.1,,,Figures by method do not add up to the total.,,,,,,,,22.9,11.8,11,,DHS,,Tajikistan Demographic and Health Survey 2012,5070
developing,THA ,764,Thailand,Thailand,Thailand1969,0,1969.25,1970.41,15-44,MW,14.8,14.8,,,,,,,,,,,,,,,,National survey,,"National Longitudinal Study of Social, Economic and Demographic Change 1969-1970",3319
developing,THA ,764,Thailand,Thailand,Thailand1972,0,1972.25,1973.41,15-44,MW,26.3,25.7,0.6,,,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,"National Longitudinal Study of Social, Economic and Demographic Change 1972-1973",4643
developing,THA ,764,Thailand,Thailand,Thailand1975,0,1975.25,1975.41,15-44,MW,36.7,33.9,2.9,,,,,"Including rhythm, withdrawal, abstinence and douching.",,,,,,,,,,WFS,,The Survey of Fertility in Thailand 1975,702
developing,THA ,764,Thailand,Thailand,Thailand1978,0,1978.92,1979.08,15-44,MW,53.4,49.3,4.1,,,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Thailand Contraceptive Prevalence Survey 1978,4644
developing,THA ,764,Thailand,Thailand,Thailand1981,0,1981.23,1981.44,15-44,MW,59,56.3,2.7,,,,,Including rhythm and withdrawal.,,,,,,,,,,National survey,,Thailand Contraceptive Prevalence Survey 1981,105
developing,THA ,764,Thailand,Thailand,Thailand1984,0,1984,1985,15-44,MW,64.6,62,2.6,,,,,,,,,,,,,,,National survey,,Thailand Contraceptive Prevalence Survey 1984,193
developing,THA ,764,Thailand,Thailand,Thailand1987,0,1987.16,1987.49,15-49,MW,65.5,63.6,1.9,,,,,Including folk methods.,,,,,Including folk methods.,11.1,5.6,5.5,,DHS,,Thai Demographic and Health Survey 1987,1783
developing,THA ,764,Thailand,Thailand,Thailand1989,0,1989,1990,15-44,MW,66.2,64.2,2,,,Adjusted.,,,,,,,,,,,,National survey,,Survey of Population Change 1989,25
developing,THA ,764,Thailand,Thailand,Thailand1993,0,1993,1994,15-44,MW,73.9,72.2,1.9,,,Figures by method do not add up to the total.,,,,,,,,,,,,National survey,,Survey on the Status of Women and Fertility in Thailand,2834
developing,THA ,764,Thailand,Thailand,Thailand1995,0,1995,1997,15-44,MW,75.2,73.8,1.4,,,Adjusted.,,,,,,,,,,,,National survey,,Survey of Population Change 1995-1996,788
developing,THA ,764,Thailand,Thailand,Thailand1996,0,1996,1998,15-44,MW,72.2,69.8,2.4,,,,,,,,,,,,,,,National survey,,Thailand Contraceptive Prevalence Survey 1996,2869
developing,THA ,764,Thailand,Thailand,Thailand2001,0,2001,2002,15-49,MW,77.8,76.1,1.6,,,,,,,,,,,,,,,National survey,,"Economic Crisis, Demographic Dynamics and Family in Thailand",5178
developing,THA ,764,Thailand,Thailand,Thailand2005,0,2005,2007,15-49,MW,73.8,72.5,1.3,,,,,,,,,,,,,,,National survey,,2005-2006 Survey Population Change,111
developing,THA ,764,Thailand,Thailand,Thailand2005,0,2005.92,2006.16,15-49,MW,71.5,70.1,1.4,,,Adjusted.,,,,,,,,,,,,MICS3,,Thailand Multiple Indicator Cluster Survey 2005,175
developing,THA ,764,Thailand,Thailand,Thailand2006,0,2006,2007,15-49,MW,81.1,79.8,1.3,,,,,,,,,,,3.1,,,,National survey,,2006 Reproductive Health Survey,5179
developing,THA ,764,Thailand,Thailand,Thailand2009,0,2009,2010,15-49,MW,79.6,77.5,2.2,,,,,,,,,,,,,,,National survey,,The 2009 Reproductive Health Survey,5400
developing,THA ,764,Thailand,Thailand,Thailand2012,0,2012.67,2012.92,15-49,MW,79.3,76.9,2.4,,,,,,,,,,,6.9,2.7,4.2,,MICS,,Thailand 2012 Multiple Indicator Cluster Survey,5034
,MKD ,807,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia1970,0,1970,1971,15-44,AL,43.2,3.1,40.1,,"Data pertain to all women of reproductive age, irrespective of marital status.",Data pertain to methods used during  the last two months.,,,,,,,,,,,,National survey,,1970 Yugoslavia Fertility Survey,5180
,MKD ,807,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia2011,0,2011.25,2011.08,15-49,MW,40.2,12.8,27.4,,,,Figures on other modern and other traditional methods are combined.,,,,,,,17.2,5.3,11.8,,MICS,,Macedonia Multiple Indicator Cluster Survey 2011,5035
developing,TLS,626,Timor-Leste,Timor-Leste,Timor-Leste1991,0,1991.33,1991.5,15-49,MW,25.1,20.4,4.7,,,,,Including folk methods.,,,,,Including folk methods.,18.3,11.5,6.7,,DHS,,Indonesia Demographic and Health Survey 1991,2810
developing,TLS,626,Timor-Leste,Timor-Leste,Timor-Leste1994,0,1994.5,1994.83,15-49,MW,22.6,20.7,1.9,,,,,,,,,,,13.3,8.3,5,,DHS,,Indonesia Demographic and Health Survey 1994,2838
developing,TLS,626,Timor-Leste,Timor-Leste,Timor-Leste1997,0,1997.67,1997.92,15-49,MW,26.7,25.1,1.6,,,,,,,,,,,17.4,11.4,5.9,,DHS,,Indonesia Demographic and Health Survey 1997,2874
developing,TLS,626,Timor-Leste,Timor-Leste,Timor-Leste2001,0,2001,2002,15-49,MW,8,6.6,1.3,,,,,Including folk methods.,,,,,Including folk methods.,,,,,LSMS,,Timor-Leste Survey of Living Standards 2001,2013
developing,TLS,626,Timor-Leste,Timor-Leste,Timor-Leste2003,0,2003.32,2003.65,15-49,MW,10,8.6,1.3,,,,,,,,,,,3.8,3.7,0.1,,National survey,,Timor-Leste 2003 Demographic and Health Survey,18
developing,TLS,626,Timor-Leste,Timor-Leste,Timor-Leste2007,0,2007,2008,15-49,MW,19.8,15.8,4,,,,,Including folk methods.,,,,,Including folk methods.,,,,,LSMS,,Timor-Leste Survey of Living Standards 2007,5181
developing,TLS,626,Timor-Leste,Timor-Leste,Timor-Leste2009,0,2009.58,2010.16,15-49,MW,22.3,20.6,1.7,,,,,,,,,,,31.5,20.9,10.6,,DHS,,Timor-Leste Demographic and Health Survey 2009-2010,4948
developing,TGO ,768,Togo,Togo,Togo1988,0,1988.42,1988.92,15-49,MW,33.9,3.1,30.8,,,,,Including abstinence and folk methods.,,,,,Including abstinence and folk methods.,40.1,28.5,11.7,,DHS,,Enquête Démographique et de Santé au Togo 1988,1946
developing,TGO ,768,Togo,Togo,Togo1998,0,1998.08,1998.41,15-49,MW,23.5,7,16.5,,,,,Including abstinence and folk methods.,,,,,Including abstinence and folk methods.,35,23.6,11.4,,DHS,,Enquête Démographique et de Santé au Togo 1998,1735
developing,TGO ,768,Togo,Togo,Togo2000,0,2000,2001,15-49,MW,25.7,13.3,12.4,,,,,Including abstinence.,,,,,,,,,,MICS2,,Enquête Nationale à Indicateurs Multiples Togo 2000,2903
developing,TGO ,768,Togo,Togo,Togo2006,0,2006.35,2006.48,15-49,MW,16.8,11.6,5.2,,,,,,,,,,,,,,,MICS3,,Enquête Nationale à Indicateurs Multiples Togo 2006,669
developing,TGO ,768,Togo,Togo,Togo2010,0,2010.68,2010.84,15-49,MW,15.2,13.7,1.6,,,,,,,,,,,37.2,23.1,14.1,,MICS4,,Enquête par grappes à indicateurs multiples (MICS) 2010,5036
developing,TGO ,768,Togo,Togo,Togo2013,0,2013.83,2014.33,15-49,MW,19.9,17.2,2.6,,,,,,,,,,,33.6,21.8,11.8,,DHS,,Togo 2013-2014 Demographic and Health Survey and MICS,5071
developing,TON,776,Tonga,Tonga,Tonga2012,0,2012,2013,15-49,MW,34.1,28.4,5.7,,,,,Including folk methods.,,,,,Including folk methods.,25.2,13.2,12,,National survey,,Tonga Demographic and Health Survey 2012,5448
developing,TTO ,780,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago1970,0,1970,1972,15-44,MW,43.6,36.5,9.2,,,Figures by method do not add up to the total because some methods are used in combination.,,Including abstinence.,,,,,,,,,,National survey,,Family Planning Survey,5182
developing,TTO ,780,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago1977,0,1977,1978,15-49,MW,60.2,53.4,6.8,,Data pertain to women exposed to the risk of pregnancy.,,,Including abstinence and douching.,,Data pertain to women exposed to the risk of pregnancy.,,,,,,,,WFS,,Trinidad and Tobago Fertility Survey 1977,126
developing,TTO ,780,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago1987,0,1987.33,1987.66,15-49,MW,52.7,44.4,8.2,,,,,Including douching and folk methods.,,,,,Including douching and folk methods.,16.1,8.3,7.9,,DHS,,Trinidad and Tobago Demographic and Health Survey 1987,1741
developing,TTO ,780,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago2000,0,2000.12,2000.21,15-49,MW,38.2,33.3,4.9,,,,,,,,,,,,,,,MICS2,,Trinidad and Tobago Multiple Indicator Cluster Survey,1938
developing,TTO ,780,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago2006,0,2006.3,2006.44,15-49,MW,42.5,38.1,4.4,,,,,,,,,,,26.7,6.3,20.4,,MICS3,,Trinidad and Tobago Multiple Indicator Cluster Survey,1915
developing,TUN ,788,Tunisia,Tunisia,Tunisia1978,0,1978,1979,15-49,MW,31.4,24.7,6.7,,,,,Including douching.,,,,,,,,,,WFS,,Enquête Tunisienne sur la Fécondité 1978,33
developing,TUN ,788,Tunisia,Tunisia,Tunisia1983,0,1983,1984,15-49,MW,41.1,34.2,6.9,,,,,,,,,,,,,,,CPS,,Enquête Tunisienne sur la Prévalence Contraceptive 1983,792
developing,TUN ,788,Tunisia,Tunisia,Tunisia1988,0,1988.42,1988.83,15-49,MW,49.8,40.4,9.4,,,,,,,,,,,,,,,DHS,,Enquête Démographique et de Santé en Tunisie 1988,1852
developing,TUN ,788,Tunisia,Tunisia,Tunisia1994,0,1994,1996,15-49,MW,60,51,9,,,,,,,,,,,,,,,PAPCHILD,,Tunisia Maternal and Child Health Survey 1994-1995,814
developing,TUN ,788,Tunisia,Tunisia,Tunisia2000,0,2000,2001,15-49,MW,65.5,57.7,7.8,,,,,Including breastfeeding.,,,,,,,,,,MICS2,,Tunisia Multiple Indicator Survey 2000,2904
developing,TUN ,788,Tunisia,Tunisia,Tunisia2001,0,2001.41,2001.66,15-49,MW,62.6,53.1,9.6,,,,Including male and female sterilization.,,,,,,,12.1,,,,PAPFAM,,The Tunisian Survey for Family Health 2001,743
developing,TUN ,788,Tunisia,Tunisia,Tunisia2006,0,2006.41,2006.66,15-49,MW,60.2,51.5,8.7,,,Adjusted.,,,,,,,,,,,,MICS3,,Enquête sur la santé et le bien être de la mère et l'enfant,2585
developing,TUN ,788,Tunisia,Tunisia,Tunisia2011,0,2011.92,2012.33,15-49,MW,62.5,50.9,11.6,,,,,,,,,,,7,3.7,3.3,,MICS,,Tunisia 2011-2012 Multiple Indicator Cluster Survey,5038
developing,TUR ,792,Turkey,Turkey,Turkey1963,0,1963,1964,<45,MW,22.1,6.7,21,,,Figures by method do not add up to the total because some methods are used in combination.,,Including douching.,,,,,,,,,,National survey,,"Knowledge, Attitudes and Practices in Family Planning 1963",5416
developing,TUR ,792,Turkey,Turkey,Turkey1968,0,1968,1969,<45,MW,31.6,9.3,29.8,,,Figures by method do not add up to the total because some methods are used in combination.,,Including douching.,,,,,,,,,,National survey,,1968 Survey on Family Structure and Population Problems in Turkey,691
developing,TUR ,792,Turkey,Turkey,Turkey1973,0,1973,1974,<45,MW,36.8,11.4,25.4,,,,"Including injectables, IUD, male condoms and pills.","Including abstinence, rhythm and withdrawal.",,,,,,,,,,National survey,,1973 Survey on Population Structure and Population Problems in Turkey,117
developing,TUR ,792,Turkey,Turkey,Turkey1978,0,1978,1979,15-49,MW,50.4,17.8,32.6,,Data pertain to women exposed to the risk of pregnancy.,,,Including abstinence and douching.,,Data pertain to women exposed to the risk of pregnancy.,,,,,,,,WFS,,Turkish Fertility Survey 1978,748
developing,TUR ,792,Turkey,Turkey,Turkey1983,0,1983,1984,15-49,MW,50.6,22.4,28.2,,,Adjusted.,,Including douching and folk methods.,,,,,Including douching and folk methods.,,,,,CPS,,Turkey 1983 Population and Health Survey ,824
developing,TUR ,792,Turkey,Turkey,Turkey1988,0,1988,1989,15-49,MW,63.4,31.1,32.3,,,,Including vaginal barrier methods.,Including abstinence and douching.,,,,,,,,,,National survey,,1988 Turkish Population and Health Survey,729
developing,TUR ,792,Turkey,Turkey,Turkey1993,0,1993.58,1993.83,15-49,MW,62.6,34.5,28.1,,,,,Including abstinence and douching.,,,,,,14.6,4.4,10.2,,DHS,,Turkish Demographic and Health Survey 1993,1757
developing,TUR ,792,Turkey,Turkey,Turkey1998,0,1998.58,1998.91,15-49,MW,63.9,37.7,26.1,,,,,,,,,,,14,5,9,,DHS,,Turkish Demographic and Health Survey 1998,1756
developing,TUR ,792,Turkey,Turkey,Turkey2003,0,2003.92,2004.41,15-49,MW,71,43.1,27.9,,,,,Including folk methods.,,,,,Including folk methods.,9.5,3.1,6.4,,DHS,,Turkish Demographic and Health Survey 2003,1755
developing,TUR ,792,Turkey,Turkey,Turkey2008,0,2008,2009,15-49,MW,73,46,27,,,,,Including lactational amenorrhea (LAM) and folk methods.,,,,,Including lactational amenorrhea (LAM) and folk methods.,6.2,2.1,4.1,,National survey,,Turkish Demographic and Health Survey 2008,5184
developing,TUR ,792,Turkey,Turkey,Turkey2013,0,2013,2014,15-49,MW,73.5,47.4,26,,,,,,,,,,,5.9,2.6,3.3,,DHS,,2013 Turkey Demographic and Health Survey,5557
developing,TKM ,795,Turkmenistan,Turkmenistan,Turkmenistan2000,0,2000.5,2000.83,15-49,MW,61.8,53.1,8.7,,,Adjusted.,Including female condoms.,,,,,,,13.1,4.7,8.3,,DHS,,Turkmenistan Demographic and Health Survey 2000,1793
developing,TKM ,795,Turkmenistan,Turkmenistan,Turkmenistan2006,0,2006,2007,15-49,MW,48,46.9,1.2,,,,,Including abstinence.,,,,,,,,,,MICS3,,Turkmenistan 2006 Multiple Indicator Cluster Survey,5
developing,TUV ,798,Tuvalu,Tuvalu,Tuvalu2007,0,2007.48,2007.79,15-49,MW,30.5,22.4,8.1,,,,,Including folk methods.,,,,,Including folk methods.,24.2,12.1,12.1,,National survey,,Tuvalu Demographic and Health Survey 2007,3329
developing,UGA ,800,Uganda,Uganda,Uganda1988,0,1988.67,1989.16,15-49,MW,4.9,2.5,2.4,,,,,,,,,,,,,,,DHS,,Uganda Demographic and Health Survey 1988-1989,1804
developing,UGA ,800,Uganda,Uganda,Uganda1995,0,1995.16,1995.66,15-49,MW,14.8,7.8,7,,,,,Including folk methods.,,,,,Including folk methods.,30,18.9,11.1,,DHS,,Uganda Demographic and Health Survey 1995,1723
developing,UGA ,800,Uganda,Uganda,Uganda2000,0,2000.67,2001.24,15-49,MW,22.8,18.2,4.6,,,,,Including folk methods.,,,,,Including folk methods.,35,20.3,14.7,,DHS,,Uganda Demographic and Health Survey 2000-2001,1886
developing,UGA ,800,Uganda,Uganda,Uganda2004,0,2004.58,2005.08,15-49,MW,19.7,18.7,1,,,,,Including folk methods.,,,,,Including folk methods.,,,,,DHS,,Uganda HIV/AIDS Sero-beharioural Survey 2004-2005,830
developing,UGA ,800,Uganda,Uganda,Uganda2006,0,2006.33,2006.83,15-49,MW,23.7,17.9,5.8,,,,,Including folk methods.,,,,,Including folk methods.,38,23.7,14.3,,DHS,,Uganda Demographic and Health Survey 2006,1887
developing,UGA ,800,Uganda,Uganda,Uganda2011,0,2011.41,2012,15-49,MW,30,26,4,,,,,,,,,,,34.3,20.8,13.5,,DHS,,Uganda Demographic and Health Survey 2011,5072
developing,UGA ,800,Uganda,Uganda,Uganda2014,0,2014.32,2014.49,15-49,MW,27.2,25.3,1.88,,,,,,,,,,,34.7,20.7,14,,PMA,,Uganda 2014 PMA Round 1,5997
developing,UGA ,800,Uganda,Uganda,Uganda2015,0,2015,2015.16,15-49,MW,34.96,31.07,3.89,,,,,,,,,,,29.9,18.1,11.8,,PMA,,Uganda 2015 PMA Round 2,5998
developing,UGA ,800,Uganda,Uganda,Uganda2015,0,2015.58,2015.75,15-49,MW,34.34,29.54,4.8,,,,,,,,,,,31.8,20.3,11.5,,PMA,,Uganda 2015 PMA Round 3,5722
,UKR ,804,Ukraine,Ukraine,Ukraine1999,0,1999.41,1999.83,15-44,MW,67.5,37.6,29.9,,,,"Including male sterilization, emergency contraception, injectables and implants.",,,,,,,17.5,3.4,14.1,,RHS,,1999 Ukraine Reproductive Health Survey,684
,UKR ,804,Ukraine,Ukraine,Ukraine2000,0,2000.42,2000.67,15-49,MW,71.6,,,,,,,,,,,,,,,,,MICS2,,Ukraine Multiple Indicator Cluster Survey 2000,4448
,UKR ,804,Ukraine,Ukraine,Ukraine2005,0,2005.84,2005.99,15-49,MW,65.6,58.5,7.1,,,,,,,,,,,,,,,MICS3,,Ukraine Multiple Indicator Cluster Survey 2005 ,1904
,UKR ,804,Ukraine,Ukraine,Ukraine2007,0,2007.5,2007.91,15-49,MW,66.7,47.5,19.1,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,10.1,3.7,6.4,,DHS,,Ukraine Demographic and Health Survey 2007,170
,UKR ,804,Ukraine,Ukraine,Ukraine2012,0,2012.74,2013,15-49,MW,65.4,47.8,17.7,,,,,Including folk methods.,,,,,Including folk methods.,4.9,3.1,1.8,,MICS,,Ukraine Multiple Indicator Cluster Survey 2012,5040
developing,ARE ,784,United Arab Emirates,United Arab Emirates,United Arab Emirates1995,0,1995,1996,15-49,MW,27.5,23.6,4,,Data pertain to nationals of the country.,,,Including breastfeeding.,Data pertain to nationals of the country.,,,,,,,,,GFHS,,United Arab Emirates Family Health Survey 1995,12
,GBR ,826,United Kingdom,United Kingdom,United Kingdom1986,0,1986,1987,16-49,MW,81,78,8,Excluding Northern Ireland.,,Figures by method do not add up to the total because some methods are used in combination.,,,Excluding Northern Ireland.,,,,,,,,,National survey,,General Household Survey 1986,2765
,GBR ,826,United Kingdom,United Kingdom,United Kingdom1989,0,1989,1990,16-49,AL,69,66,6,Excluding Northern Ireland.,"Data pertain to all women of reproductive age, irrespective of marital status.",Figures by method do not add up to the total because some methods are used in combination.,,,Excluding Northern Ireland.,,,,,,,,,National survey,,General Household Survey 1989,5185
,GBR ,826,United Kingdom,United Kingdom,United Kingdom1991,0,1991,1992,16-49,AL,70,70,5,Excluding Northern Ireland.,"Data pertain to all women of reproductive age, irrespective of marital status.",Figures by method do not add up to the total because some methods are used in combination.,,,Excluding Northern Ireland.,,,,,,,,,National survey,,General Household Survey 1991,5186
